country	n_forms	at	t_at	capital_exp	revenue_total	income	va	rd	wages	emp	year	n_pars	fdi	fdi_income	n_groups	profit_return	net_interest	income_equity	capital_gains	txt	income_equity1	income_equity2	_	us_related_sales	us_unrelated_sales	for1_relates_sales	for1_unrelates_sales	for2_relates_sales	for2_unrelates_sales	iso
Costa Rica	68.0										2006					511.0	-19.0	92.0	1.0	49.0										CRI
Costa Rica	68.0										2007					574.0	-45.0	40.0		46.0										CRI
Costa Rica	63.0										2008					495.0	-20.0	228.0		46.0										CRI
Costa Rica	62.0	26120.0	1111.0	189.0	6025.0	604.0	1417.0	8.0	659.0	48.1	2009		167.0	248.0	43.0	590.0	-36.0	74.0	0.0	43.0			6025.0							CRI
Costa Rica	61.0	29109.0	1183.0	188.0	7483.0	944.0	1788.0	20.0	750.0	47.0	2010					870.0	-51.0	123.0	3.0	52.0				2939.0		387.0	2702.0	984.0	376.0	CRI
Costa Rica	58.0	29898.0	1299.0	260.0	8367.0	718.0	1746.0		821.0	46.7	2011					689.0	-37.0			67.0				3262.0		110.0	3605.0	953.0	330.0	CRI
Costa Rica	58.0	31652.0	1447.0	218.0	8950.0	766.0	1896.0		919.0	53.1	2012					747.0	-23.0	72.0	9.0	62.0				3093.0		395.0	3799.0	1233.0	324.0	CRI
Costa Rica	58.0	32929.0	2107.0	329.0	11008.0	510.0	2127.0	80.0	1125.0	60.8	2013					680.0	-16.0			95.0				2920.0		159.0	5945.0	1341.0	537.0	CRI
Costa Rica	88.0	36735.0	3049.0	1312.0	12980.0	719.0	2620.0	40.0	1431.0	85.3	2014		1556.0	139.0	70.0	693.0	-14.0		0.0				12980.0	3126.0	203.0	124.0	7515.0	1386.0	527.0	CRI
Costa Rica	92.0	38344.0	2774.0	1547.0	13043.0	739.0	2926.0	77.0	1536.0	87.4	2015					863.0	-31.0			176.0				2660.0	192.0	92.0	7656.0	1601.0	743.0	CRI
Costa Rica	97.0	39471.0	2706.0	1351.0	13514.0	1070.0	3142.0	84.0	1615.0	90.3	2016					1087.0	-32.0			104.0				2669.0	185.0	129.0	7488.0	2368.0	590.0	CRI
Costa Rica	98.0	41186.0	2972.0	1274.0	14006.0	921.0	3131.0	103.0	1611.0	80.1	2017					1122.0	-67.0			202.0				2605.0	206.0	112.0	7449.0	2683.0	855.0	CRI
Costa Rica	96.0	42968.0	3030.0	1303.0	14366.0	740.0	2859.0	103.0	1630.0	80.0	2018					823.0	-84.0			125.0				2597.0	194.0	129.0	7624.0	2751.0	963.0	CRI
Costa Rica	111.0	15250.0	3577.0	1413.0	12847.0	778.0	2920.0	125.0	1690.0	83.2	2019	130.0				856.0	-42.0			168.0		0.0		1436.0	280.0	358.0	7678.0	2441.0	552.0	CRI
Costa Rica	114.0	15748.0	3623.0	1403.0	13521.0	1375.0	3622.0	148.0	2105.0	95.9	2020					1036.0	-59.0			136.0				2244.0	187.0	184.0	8272.0	1972.0	576.0	CRI
Costa Rica	111.0	16560.0	3910.0	1356.0	15565.0	2048.0	4184.0	159.0	2121.0	94.3	2021					1540.0	-63.0	6.0						3097.0	198.0	191.0	8774.0	2534.0	680.0	CRI
Cote D'Ivoire	11.0	491.0	221.0		975.0	40.0			48.0	2.5	2004		103.0	6.0	15.0															CIV
Cote D'Ivoire	11.0	481.0			1039.0	45.0			42.0	2.5	2005																			CIV
Cote D'Ivoire	10.0	470.0			943.0	17.0			44.0	2.5	2006																			CIV
Cote D'Ivoire	10.0	457.0			1106.0	22.0			45.0	2.7	2007																			CIV
Cote D'Ivoire	9.0	393.0			1219.0	1.0			47.0	2.5	2008																			CIV
Cote D'Ivoire	10.0	588.0	96.0	7.0	1069.0	-11.0	155.0	0.0	41.0	1.2	2009		71.0	-24.0	7.0															CIV
Cote d'Ivoire	8.0	602.0	99.0	4.0	1275.0	-39.0	144.0	0.0	42.0	1.2	2010																			CIV
Cote d'Ivoire	8.0	913.0	166.0	3.0	1272.0	-24.0	219.0	0.0	44.0	1.2	2011																			CIV
Cote d'Ivoire	8.0	668.0	170.0		1248.0	-88.0	163.0	0.0	43.0	1.2	2012																			CIV
Cote d'Ivoire	8.0	729.0	256.0		1259.0	-132.0	99.0	0.0	43.0	1.2	2013																			CIV
Cote d'Ivoire	7.0	731.0	192.0		1272.0	-96.0	29.0	0.0	43.0	1.0	2014				5.0															CIV
Cote d'Ivoire	5.0	607.0	168.0	5.0		-45.0	150.0	0.0	31.0	0.7	2015																			CIV
Cote d'Ivoire	5.0	781.0				-64.0	153.0	0.0	29.0	0.6	2016																			CIV
Cote d'Ivoire	7.0	645.0	51.0	5.0		-381.0	193.0	0.0	29.0	0.6	2017																			CIV
Cote d'Ivoire	7.0	624.0	51.0	6.0		-17.0	179.0	0.0	29.0	0.6	2018																			CIV
Cote d'Ivoire	10.0	926.0	109.0	36.0	1165.0	-17.0	153.0	0.0	37.0	0.9	2019	12.0																		CIV
Cote d'Ivoire	8.0	986.0	159.0	13.0	1146.0	-14.0	167.0	0.0	38.0	0.9	2020																			CIV
Cote d'Ivoire	8.0	1093.0	208.0		1504.0	-38.0	177.0	0.0	42.0	1.0	2021																			CIV
Croatia	7.0	128.0	28.0		126.0	5.0			30.0	1.2	2004		59.0	1.0	18.0															HRV
Croatia	8.0	151.0			234.0	6.0			32.0	1.3	2005																			HRV
Croatia	9.0	214.0			283.0	11.0			41.0	1.4	2006																			HRV
Croatia	10.0	483.0			345.0	5.0			43.0	1.4	2007																			HRV
Croatia	13.0	685.0			564.0	-10.0			62.0	2.7	2008																			HRV
Croatia	11.0	719.0	337.0	36.0	621.0	3.0		2.0	82.0	3.1	2009		96.0	-9.0	13.0															HRV
Croatia	10.0	661.0			552.0	-67.0	233.0	2.0	71.0	2.1	2010																			HRV
Croatia	10.0	601.0		36.0	606.0	-153.0	157.0	2.0	71.0	2.2	2011																			HRV
Croatia	9.0	531.0		16.0	399.0	6.0	272.0	2.0	56.0	1.7	2012																			HRV
Croatia	9.0	556.0	53.0		464.0	13.0	217.0	2.0	56.0	1.7	2013																			HRV
Croatia	15.0	822.0	224.0	28.0	587.0	14.0	386.0	7.0	74.0	2.1	2014			-1.0	16.0															HRV
Croatia	14.0	584.0	48.0	12.0	496.0	28.0	314.0	7.0	66.0	1.5	2015																			HRV
Croatia	16.0	873.0	83.0	19.0	786.0	42.0	338.0	17.0	85.0	1.8	2016																			HRV
Croatia	16.0	1103.0	115.0	61.0	832.0	49.0	376.0	17.0	89.0	1.9	2017																			HRV
Croatia	16.0	1099.0	116.0	74.0	871.0	46.0	417.0	17.0	88.0	2.0	2018																			HRV
Croatia	18.0	957.0	144.0	14.0	964.0	41.0	492.0	7.0	122.0	2.7	2019	33.0																		HRV
Croatia	18.0	1054.0	147.0	12.0	1049.0	107.0	608.0	3.0	93.0	2.6	2020																			HRV
Croatia	18.0	1038.0	147.0	27.0	1152.0	78.0	654.0	8.0	100.0	2.6	2021																			HRV
Cuba	1.0										2004																			CUB
Cuba	1.0					-1.0					2005																			CUB
Cuba	1.0					-1.0					2006																			CUB
Cuba	1.0										2007																			CUB
Cuba	1.0										2008																			CUB
Cuba	0.0		2.0		7.0		1.0	0.0			2009				0.0															CUB
Cuba	0.0		2.0		7.0		1.0	0.0			2010																			CUB
Cuba	0.0		2.0		7.0		1.0	0.0			2011																			CUB
Cuba	0.0		2.0		7.0		1.0	0.0			2012																			CUB
Cuba	0.0		2.0		7.0		1.0	0.0			2013																			CUB
Curacao	35.0	89422.0	46.0		1693.0	7149.0	263.0	0.0	15.0	0.9	2011																			CUW
Curacao	37.0	105246.0	15.0		1778.0	8886.0	973.0	0.0	19.0	0.9	2012																			CUW
Curacao	31.0	92339.0	15.0		1568.0		165.0	0.0	21.0	0.9	2013																			CUW
Curacao	31.0	86351.0	97.0	6.0	1350.0		263.0	0.0	15.0	0.2	2014		5710.0	273.0	23.0															CUW
Curacao	30.0	87436.0	82.0		895.0	8335.0	163.0	0.0		0.2	2015																			CUW
Curacao	26.0	55187.0	31.0		423.0		115.0	0.0	3.0	0.1	2016																			CUW
Curacao	24.0	60690.0	34.0	1.0	620.0	5197.0	134.0	0.0	2.0		2017																			CUW
Curacao	22.0	60967.0	33.0	1.0	836.0		233.0	0.0	2.0		2018																			CUW
Curacao	22.0	42796.0	49.0	1.0	842.0	3883.0	126.0	0.0	5.0	0.1	2019	33.0																		CUW
Curacao	22.0	40740.0			690.0		314.0	0.0			2020																			CUW
Curacao	23.0	38516.0			684.0		294.0	0.0			2021																			CUW
Cyprus	11.0								40.0	1.1	2004		43.0	31.0	24.0															CYP
Cyprus	13.0	1570.0							55.0	2.2	2005																			CYP
Cyprus	21.0	2131.0							61.0	2.3	2006																			CYP
Cyprus	26.0	4607.0			1575.0	323.0			76.0	2.3	2007																			CYP
Cyprus	29.0	4591.0			1695.0	287.0			86.0	2.4	2008																			CYP
Cyprus	33.0	5498.0	137.0	10.0	1275.0	172.0	310.0	0.0	62.0	1.2	2009		1722.0	142.0	23.0															CYP
Cyprus	39.0	8215.0	184.0	19.0	1628.0	379.0	449.0	0.0	80.0	1.7	2010																			CYP
Cyprus	45.0	9676.0	196.0	13.0	1696.0	176.0	651.0	0.0	92.0	1.5	2011																			CYP
Cyprus	49.0	11628.0	269.0	41.0	1726.0	426.0	578.0	0.0	92.0	1.5	2012																			CYP
Cyprus	49.0	12814.0	412.0		1466.0	368.0	552.0	0.0	94.0	1.5	2013																			CYP
Cyprus	80.0	15521.0	396.0	45.0	1882.0	363.0	456.0	5.0	124.0	2.0	2014		2564.0	136.0	56.0															CYP
Cyprus	75.0	-9845.0	129.0	25.0	1378.0	-2387.0	893.0	5.0	100.0	1.7	2015																			CYP
Cyprus	78.0	-14601.0	138.0	27.0	1506.0		141.0		99.0	1.6	2016																			CYP
Cyprus	79.0	-24965.0	139.0	27.0	1711.0	-1348.0	241.0		101.0	1.6	2017																			CYP
Cyprus	86.0	-29405.0	195.0	92.0	2028.0	-261.0	464.0		79.0	1.5	2018																			CYP
Cyprus	88.0	-27210.0	363.0	87.0	2095.0	-368.0	253.0		78.0	1.3	2019	75.0																		CYP
Cyprus	89.0	-24922.0	366.0	53.0	2203.0	132.0	272.0		102.0	1.8	2020																			CYP
Cyprus	97.0	48101.0	498.0	69.0	2755.0	910.0	-393.0		103.0	1.9	2021																			CYP
Czech Republic	152.0				10426.0	547.0					2004		1812.0	190.0	196.0	782.0	-52.0	18.0		243.0			10049.0							CZE
Czech Republic	148.0	12283.0			12941.0	1058.0					2005					1161.0	-104.0	39.0	-8.0	221.0										CZE
Czech Republic	156.0				14475.0	1034.0					2006					1131.0	-126.0	22.0	16.0	221.0										CZE
Czech Republic	156.0										2007					1114.0	-109.0	7.0	6.0	283.0										CZE
Czech Republic	157.0										2008					1090.0	-57.0	6.0	-8.0	255.0										CZE
Czech Republic	146.0	29042.0	4074.0	491.0	16715.0	921.0	5086.0	81.0	2072.0	72.0	2009		5384.0	727.0	113.0	1392.0	-199.0			234.0			16715.0							CZE
Czech Republic	144.0	28740.0	3883.0	333.0	16605.0	1248.0	5514.0	56.0	2137.0	80.2	2010					1472.0	-31.0	37.0	-51.0	202.0				299.0	43.0	1071.0	9391.0	3465.0	1951.0	CZE
Czech Republic	150.0	29394.0	3737.0	397.0	18222.0	1313.0	5860.0	60.0	2274.0	86.0	2011					1608.0	14.0	5.0	-3.0	287.0				311.0	149.0	1413.0	10215.0	3561.0	2240.0	CZE
Czech Republic	152.0	30095.0	4585.0	449.0	18403.0	1241.0	5634.0	75.0	2204.0	84.9	2012					1464.0	11.0	66.0	-13.0	267.0				527.0	157.0	876.0	8758.0	5464.0	2340.0	CZE
Czech Republic	153.0	30306.0	4574.0	405.0	17619.0	1110.0	5425.0	63.0	2102.0	84.8	2013					1274.0	117.0	83.0	17.0	255.0				362.0	152.0	706.0	7978.0	6129.0	2075.0	CZE
Czech Republic	181.0	30662.0	4896.0	505.0	19003.0	1308.0	5504.0	105.0	2294.0	93.8	2014		6430.0		132.0	1424.0	24.0	92.0	0.0	264.0			19003.0	521.0	74.0	490.0	8171.0	6522.0	3019.0	CZE
Czech Republic	183.0	27331.0	3431.0	430.0	15535.0		4986.0	88.0	2198.0	94.4	2015					1299.0	-13.0	65.0	-19.0					478.0	64.0	425.0	7312.0	3975.0	3002.0	CZE
Czech Republic	186.0	20426.0	3608.0	542.0	15257.0	686.0	4424.0	75.0	2203.0	87.4	2016					649.0		11.0	157.0	130.0				361.0	72.0	668.0	7693.0	3176.0	3059.0	CZE
Czech Republic	190.0	22968.0	4133.0	650.0	16839.0	934.0	5088.0	131.0	2254.0	85.4	2017					1017.0	125.0	11.0	75.0	170.0				489.0	175.0	1069.0	8314.0	3509.0	3053.0	CZE
Czech Republic	185.0	20459.0	3879.0	526.0	16056.0	900.0	5025.0	126.0	2201.0	78.9	2018					1014.0		18.0	31.0	163.0				533.0	66.0	605.0	9106.0	3469.0	2044.0	CZE
Czech Republic	183.0	19504.0	3658.0	376.0	15202.0	620.0	4506.0	181.0	2135.0	74.6	2019	205.0				779.0		44.0	97.0	299.0	44.0	0.0		628.0	88.0			3423.0	1695.0	CZE
Czech Republic	187.0	20191.0	3729.0	392.0	14032.0	818.0	4827.0	160.0	2206.0	74.5	2020					933.0		47.0	56.0	219.0				485.0	71.0	260.0	8486.0	2891.0	1654.0	CZE
Czech Republic	188.0	21120.0	3914.0	580.0	16727.0	792.0	5436.0	215.0	2500.0	73.9	2021					990.0		48.0	14.0	260.0				558.0	81.0	552.0	10236.0	3145.0	1977.0	CZE
Denmark	236.0	39646.0	3269.0		21467.0	4259.0			3469.0	41.8	2004		7709.0	780.0	256.0	1366.0	-169.0	2183.0	0.0	686.0			12270.0							DNK
Denmark	239.0	40007.0			19862.0	3875.0			3148.0	45.5	2005					1868.0	-163.0	2691.0	191.0	852.0										DNK
Denmark	244.0	51045.0			29008.0	4973.0			4600.0	66.4	2006					2364.0	-27.0	2858.0	174.0	988.0										DNK
Denmark	240.0										2007					2211.0	97.0	3004.0	-54.0	962.0										DNK
Denmark	238.0										2008					7532.0	84.0	2845.0	29.0	4698.0										DNK
Denmark	221.0	58261.0	4642.0	981.0	18527.0	5399.0	8759.0	185.0	3055.0	34.2	2009				145.0	4360.0				2486.0			18527.0							DNK
Denmark	219.0	56802.0	4159.0	646.0	19075.0	7065.0	8986.0	199.0	3051.0	32.6	2010					4588.0	149.0	5427.0	50.0	2998.0				449.0	100.0	360.0	9908.0	5312.0	2777.0	DNK
Denmark	219.0	60778.0	4241.0	799.0	21079.0	2664.0	9994.0	185.0	3073.0	32.0	2011					5746.0	-87.0	537.0	20.0	3631.0				578.0	114.0	428.0	10071.0	6438.0	3181.0	DNK
Denmark	227.0	58745.0	4678.0	811.0	20023.0	2799.0	8579.0	237.0	3337.0	34.4	2012					3927.0	79.0	1764.0	-80.0	2806.0				588.0	152.0	503.0	9992.0	5659.0	2918.0	DNK
Denmark	230.0	71197.0	6780.0	918.0	23185.0	4902.0	10446.0	510.0	3961.0	39.9	2013					4971.0	115.0	2044.0	-132.0	1977.0				525.0	1104.0	401.0	10293.0	5482.0	5199.0	DNK
Denmark	270.0	84843.0	5779.0	704.0	23123.0	2777.0	8018.0	515.0	4591.0	44.9	2014				173.0	2317.0	62.0	1471.0	4.0	2219.0			23123.0	677.0	1388.0	621.0	12222.0	2724.0	5241.0	DNK
Denmark	270.0	81791.0	5799.0	638.0	18587.0	1921.0	5981.0	587.0	3861.0	40.8	2015					1029.0	30.0	1035.0	186.0	330.0				649.0	192.0	3509.0	10010.0	1793.0	2233.0	DNK
Denmark	279.0	80727.0	5438.0	461.0	18336.0	1198.0	5489.0	621.0	3834.0	40.3	2016					587.0	-5.0	1049.0	190.0	629.0				621.0	163.0			1845.0	2080.0	DNK
Denmark	283.0	74687.0	5714.0	492.0	19741.0	2577.0	5337.0	649.0	3907.0	40.8	2017					598.0	-31.0	2357.0	-45.0	333.0				683.0	407.0			1813.0	2422.0	DNK
Denmark	292.0	76166.0	6014.0	586.0	21450.0	1542.0	5345.0	674.0	3947.0	44.5	2018					593.0	-93.0	1275.0	112.0	438.0				573.0	470.0			2164.0	2218.0	DNK
Denmark	303.0	73841.0	5797.0	827.0	19915.0	1204.0	5502.0	616.0	3677.0	40.8	2019	252.0				1110.0	-24.0			649.0	744.0			706.0	464.0			1809.0	2108.0	DNK
Denmark	303.0	73805.0	5185.0	605.0	18536.0	2913.0	3942.0	626.0	3707.0	37.4	2020					-433.0	-29.0			-17.0				738.0	455.0	2259.0	11123.0	1718.0	2090.0	DNK
Denmark	284.0	66959.0	5051.0	890.0	20112.0	2135.0	5361.0	697.0	3815.0	37.3	2021					732.0	-58.0			250.0				1007.0	595.0	2337.0	12164.0	1847.0	2003.0	DNK
Djibouti	1.0										2004																			DJI
Djibouti	1.0								2.0		2005																			DJI
Djibouti	1.0								2.0		2006																			DJI
Djibouti	1.0										2007																			DJI
Djibouti	0.0	2.0	1.0		4.0	1.0	2.0	0.0	1.0		2009			1.0	0.0															DJI
Djibouti	0.0	2.0	1.0		4.0	1.0	2.0	0.0	1.0		2010																			DJI
Djibouti	0.0	2.0	1.0		4.0	1.0	2.0	0.0	1.0		2011																			DJI
Djibouti	0.0	2.0	1.0		4.0	1.0	2.0	0.0	1.0		2012																			DJI
Djibouti	0.0	2.0	1.0		4.0	1.0	2.0	0.0	1.0		2013																			DJI
Djibouti	1.0	2.0		0.0				0.0		0.1	2014				1.0															DJI
Djibouti	1.0			0.0		5.0		0.0		0.2	2015																			DJI
Djibouti	1.0		0.0	0.0				0.0		0.2	2016																			DJI
Djibouti	1.0		0.0	0.0				0.0		0.2	2017																			DJI
Djibouti	1.0		0.0	0.0				0.0		0.2	2018																			DJI
Djibouti	1.0		0.0	0.0				0.0	0.0	0.0	2019	1.0																		DJI
Djibouti	1.0		0.0	0.0				0.0	0.0	0.0	2020																			DJI
Djibouti	1.0					5.0		0.0		0.2	2021																			DJI
Dominica	2.0										2004																			DMA
Dominica	2.0										2005																			DMA
Dominica	2.0	75.0			48.0	1.0			5.0	0.5	2006																			DMA
Dominica	2.0										2007																			DMA
Dominica	1.0										2008																			DMA
Dominica	0.0		1.0		2.0			0.0	0.0	0.0	2009		-1.0		0.0															DMA
Dominica	1.0					5.0	7.0				2010																			DMA
Dominica	1.0			1.0		8.0					2011																			DMA
Dominica	1.0					9.0			0.0	0.0	2012																			DMA
Dominica	1.0							0.0	0.0	0.0	2013																			DMA
Dominica	2.0									0.5	2014				2.0															DMA
Dominica	2.0									0.5	2015																			DMA
Dominica	2.0									0.6	2016																			DMA
Dominica	2.0			2.0						0.6	2017																			DMA
Dominica	2.0									0.5	2018																			DMA
Dominica	2.0		72.0	3.0						0.2	2019	3.0																		DMA
Dominica	1.0			3.0					1.0		2020																			DMA
Dominica	1.0			3.0					1.0		2021																			DMA
Dominican Republic	39.0										2004			122.0	57.0	258.0	72.0	-2.0	0.0	15.0			3164.0							DOM
Dominican Republic	42.0	5132.0									2005					639.0	50.0	-3.0	-5.0	147.0										DOM
Dominican Republic	47.0	4687.0									2006					640.0	-3.0	0.0	0.0	71.0										DOM
Dominican Republic	43.0				4520.0	324.0			315.0	32.0	2007					383.0	-14.0	0.0	1.0	60.0										DOM
Dominican Republic	37.0				4578.0	344.0			183.0	24.6	2008						14.0	0.0		104.0										DOM
Dominican Republic	35.0	4185.0	936.0	66.0	4357.0	561.0	1124.0	2.0	232.0	26.0	2009				31.0	639.0	-11.0		0.0				4357.0							DOM
Dominican Republic	33.0	4109.0	938.0	153.0	4636.0	375.0	1022.0	2.0	228.0	24.9	2010					476.0	58.0	0.0	2.0	103.0				455.0	5.0	158.0	3539.0	425.0	48.0	DOM
Dominican Republic	35.0	4178.0	1062.0	176.0	4887.0	445.0	1158.0	1.0	220.0	23.2	2011					596.0	46.0		10.0	162.0				471.0	40.0	181.0	3695.0	253.0	242.0	DOM
Dominican Republic	33.0	4790.0	1058.0	92.0	3997.0	290.0	984.0	1.0	221.0	20.4	2012					422.0	54.0	1.0	5.0	139.0						94.0	2977.0			DOM
Dominican Republic	31.0	5184.0	1027.0	85.0	3453.0	336.0	950.0	1.0	217.0	19.7	2013					435.0	62.0	2.0	7.0	107.0					5.0	31.0	2591.0		34.0	DOM
Dominican Republic	37.0	5204.0	1003.0	44.0	3825.0	380.0	860.0	1.0	225.0	21.8	2014				34.0	416.0	34.0	2.0		83.0			3825.0	346.0	16.0	15.0	2675.0	613.0	148.0	DOM
Dominican Republic	38.0	4931.0	1074.0	218.0	3622.0	439.0	1039.0	3.0	260.0	23.3	2015					523.0			9.0	93.0						28.0	2068.0	278.0	218.0	DOM
Dominican Republic	38.0	5198.0	1011.0	285.0	3604.0	541.0	1124.0	3.0	257.0	24.4	2016					606.0	29.0		4.0	68.0				1033.0	34.0	29.0	1992.0	288.0	217.0	DOM
Dominican Republic	34.0	4790.0	1088.0	202.0	3615.0	518.0	1127.0	2.0	242.0	22.5	2017					616.0	13.0			102.0					4.0	28.0	2114.0	301.0		DOM
Dominican Republic	34.0	5292.0	1279.0	232.0	3925.0	617.0	1179.0	2.0	247.0	23.1	2018					670.0	-3.0			79.0				935.0	4.0	36.0	2204.0	421.0	310.0	DOM
Dominican Republic	39.0	6043.0	1784.0	334.0	4038.0	714.0	1252.0	2.0	271.0	25.8	2019	63.0				798.0	-12.0	-2.0	7.0	89.0	-2.0	0.0				60.0	2454.0	393.0	190.0	DOM
Dominican Republic	39.0	6188.0	1909.0	289.0	3480.0	486.0	1033.0	1.0	262.0	25.6	2020					537.0	23.0			75.0				358.0	89.0	39.0	2407.0	392.0	177.0	DOM
Dominican Republic	39.0	6405.0	2005.0	357.0	4144.0	571.0	1164.0	1.0	268.0	25.9	2021					646.0	22.0	-1.0	12.0	87.0				567.0	68.0		2820.0		233.0	DOM
East Timor	1.0								0.0	0.0	2004																			TLS
East Timor	1.0								0.0	0.0	2005																			TLS
East Timor	1.0								0.0	0.0	2006																			TLS
East Timor	1.0										2007																			TLS
East Timor	1.0								0.0	0.0	2008																			TLS
East Timor	1.0				88.0			0.0	3.0	0.1	2009			1.0	1.0															TLS
Ecuador	51.0				3008.0	342.0					2004			304.0	69.0	488.0	-5.0	27.0	0.0	109.0			2910.0							ECU
Ecuador	50.0	3412.0									2005					630.0	-20.0	4.0	-4.0	173.0										ECU
Ecuador	52.0								176.0	8.6	2006					257.0	-10.0	28.0	-8.0	80.0										ECU
Ecuador	53.0	4589.0			3708.0	-52.0			198.0	11.5	2007					113.0	-17.0	-116.0	-4.0	96.0										ECU
Ecuador	51.0	4037.0			4362.0	204.0			205.0	12.4	2008					191.0	17.0	15.0	8.0	62.0										ECU
Ecuador	53.0	4066.0	591.0	49.0	3657.0	13.0	887.0	1.0	264.0	13.6	2009		1400.0	59.0	41.0	205.0	5.0	-49.0	0.0	60.0			3657.0							ECU
Ecuador	51.0	4381.0	601.0	55.0	4114.0	239.0	971.0	1.0	301.0	14.9	2010					326.0	-25.0			83.0				231.0	35.0	246.0	3063.0	396.0	83.0	ECU
Ecuador	54.0	4161.0	704.0	92.0	4657.0	231.0	955.0	2.0	301.0	15.6	2011					318.0	-22.0			97.0				215.0	37.0	239.0	3465.0	395.0	240.0	ECU
Ecuador	55.0	4373.0	743.0	170.0	5246.0	216.0	990.0	2.0	345.0	15.2	2012					325.0	-32.0	1.0	-1.0	108.0						249.0	4031.0	309.0	250.0	ECU
Ecuador	55.0	4543.0	806.0	178.0	5340.0	249.0	1109.0	1.0	376.0	16.7	2013					367.0	-2.0			104.0					33.0	227.0	3705.0	345.0	269.0	ECU
Ecuador	69.0	5320.0	911.0	111.0	6377.0	525.0	1192.0	2.0	535.0	21.9	2014			125.0	54.0	294.0	10.0		0.0	75.0			6377.0	51.0	69.0	894.0	4608.0	367.0	225.0	ECU
Ecuador	66.0	5108.0	764.0	108.0	5520.0	102.0	950.0		495.0	18.9	2015					132.0	-10.0	-6.0	3.0	27.0				40.0	61.0	788.0	3843.0	373.0	212.0	ECU
Ecuador	61.0	4878.0	700.0	67.0	4805.0	113.0	869.0	1.0	464.0	16.6	2016					122.0	-13.0	3.0	3.0	15.0				40.0	59.0	659.0	3152.0	326.0	327.0	ECU
Ecuador	59.0	5031.0	712.0	60.0	5146.0	135.0	911.0	8.0	463.0	17.1	2017					151.0	-20.0			23.0				50.0	63.0	658.0	3376.0	402.0	334.0	ECU
Ecuador	59.0	5066.0	691.0	64.0	5110.0	147.0	906.0		449.0	16.1	2018					169.0	-23.0	4.0	1.0	27.0				51.0	66.0	613.0	3307.0	464.0	332.0	ECU
Ecuador	65.0	5640.0	1153.0	83.0	5021.0	519.0	1131.0		440.0	21.7	2019	77.0				429.0	28.0			83.0		1.0		43.0	67.0	549.0	3116.0			ECU
Ecuador	66.0	5517.0	1390.0	89.0	4620.0		978.0		439.0	22.0	2020					276.0	-30.0			43.0				127.0	48.0	568.0	2280.0	886.0	370.0	ECU
Ecuador	63.0	5402.0	1333.0	109.0	4678.0	112.0	908.0		451.0	21.1	2021					147.0	-9.0	3.0						224.0	55.0					ECU
Egypt	56.0								270.0	29.8	2004		4563.0	604.0	69.0	1175.0	10.0	6.0	0.0	512.0			4910.0							EGY
Egypt	56.0	11142.0			7252.0	1055.0			320.0	34.1	2005					1728.0	50.0	9.0	6.0	780.0										EGY
Egypt	60.0	13398.0			8544.0	1507.0			368.0	35.0	2006							9.0	1.0	885.0										EGY
Egypt	57.0	16377.0			10393.0	1801.0			403.0	35.5	2007					2463.0	98.0	19.0		1026.0										EGY
Egypt	57.0	19213.0			13482.0	2222.0			498.0	38.2	2008					3422.0	28.0	16.0	-1.0	1549.0										EGY
Egypt	55.0	17026.0	7731.0	1468.0		1737.0	4816.0	6.0	554.0	24.9	2009		10322.0	1564.0	44.0	3407.0	-122.0	19.0	0.0											EGY
Egypt	56.0	19614.0	7613.0	1666.0	12281.0	2374.0	5551.0	6.0	655.0	30.0	2010					3945.0	-103.0	5.0		1304.0				21.0	77.0	85.0	11355.0	214.0	364.0	EGY
Egypt	57.0	22512.0	8617.0	1737.0	14337.0	2739.0	7305.0	2.0	781.0	32.0	2011					5599.0	-132.0		-1.0					17.0	6.0	357.0	13011.0	446.0	348.0	EGY
Egypt	55.0	25617.0	8431.0	1950.0	15084.0	2719.0	7223.0	2.0	741.0	26.6	2012					5465.0	-80.0		40.0	2019.0				20.0	6.0	519.0	13351.0	384.0	647.0	EGY
Egypt	58.0	29582.0	8810.0	2301.0	14304.0	1943.0	5923.0	3.0	693.0	25.8	2013					4301.0	-164.0		54.0	1551.0				19.0	6.0	486.0	12402.0	421.0	827.0	EGY
Egypt	74.0	34178.0	8994.0	2083.0	13940.0	1493.0	6443.0	19.0	744.0	31.0	2014		23697.0	1113.0	53.0	3788.0	-289.0	3.0	1.0				13940.0	57.0	5.0	437.0	11967.0	438.0	892.0	EGY
Egypt	75.0	32651.0	8303.0	1761.0	12255.0	1058.0	6152.0	43.0	700.0	27.7	2015					2971.0	-298.0			1045.0				68.0	7.0	408.0	10905.0	248.0	462.0	EGY
Egypt	77.0	23887.0	5800.0	1426.0	11932.0	-59.0	4067.0	23.0	712.0	36.9	2016					998.0				524.0				70.0	6.0	375.0	10169.0	400.0	440.0	EGY
Egypt	76.0	22760.0	5358.0	1329.0	11414.0	-720.0	3779.0	19.0	607.0	41.7	2017					1452.0	-37.0							71.0	6.0	421.0	9827.0	445.0	521.0	EGY
Egypt	75.0	22203.0	5010.0	1415.0	13081.0	1265.0	4955.0	21.0	596.0	41.2	2018					2386.0	-38.0			1063.0				73.0	5.0	431.0	11420.0	524.0	471.0	EGY
